group,aspect,triplet,split_index,train_n_obs,train_total_weight,train_edges,train_eligible_edges,train_min_edge_support,train_mean_edge_support,train_mean_abs_margin,train_max_abs_margin,train_gradient_energy,train_residual_energy,train_rho_cyc,train_eligible_triples,train_cyclic_triples,train_cycle_rate,train_weighted_cycle_intensity,scalar_test_weight,scalar_test_n_obs,scalar_test_edges,scalar_test_log_loss,scalar_test_brier,scalar_test_accuracy,scalar_test_error_rate,scalar_test_calibration_abs_error,scalar_test_pair_calibration_mae,scalar_test_majority_edge_error,pairwise_test_weight,pairwise_test_n_obs,pairwise_test_edges,pairwise_test_log_loss,pairwise_test_brier,pairwise_test_accuracy,pairwise_test_error_rate,pairwise_test_calibration_abs_error,pairwise_test_pair_calibration_mae,pairwise_test_majority_edge_error,uplift_log_loss,uplift_brier,uplift_error_rate,uplift_calibration_abs_error,uplift_pair_calibration_mae,uplift_majority_edge_error,uplift_accuracy
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,24.5,231.56,177.56,3.0,3.0,47.87,59.18666666666667,0.3482936416108501,0.5341053293003122,27.425314193641633,0.4360639066789011,0.01569975462305527,0.96,0.0,0.0,0.0,60.44,78.44,3.0,0.4874518175728923,0.16010813318315015,0.7576049478472363,0.2423950521527636,0.05955905772543807,0.10405013157283559,0.11132365506890818,60.44,78.44,3.0,0.6379227680225205,0.2222007559650735,0.6688413372654877,0.33115866273451233,0.0899682758048275,0.13605424327745352,0.17937830639412947,-0.15047095044962813,-0.062092622781923346,-0.08876361058174873,-0.03040921807938942,-0.03200411170461795,-0.06805465132522132,-0.08876361058174873
all,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3780.22,2845.88,3.0,3.0,772.37,948.6266666666667,0.44918739334759544,0.6592974690765384,871.9478500633287,0.5811684325238278,0.000663656387591402,1.0,0.0,0.0,0.0,947.12,1256.78,3.0,0.5193129181127444,0.1667764531740535,0.7695323885847961,0.2304676114152039,0.017298702756273984,0.04666720849688535,0.19770702480023125,947.12,1256.78,3.0,0.5298807175736169,0.17460311331657702,0.7398909206944989,0.260109079305501,0.01677920292356128,0.026296891597293422,0.06927840566007364,-0.010567799460872518,-0.007826660142523504,-0.029641467890297087,0.0005194998327127043,0.02037031689959192,0.12842861914015763,-0.029641467890297087
all,helpful,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3681.92,2745.11,3.0,3.0,725.58,915.0366666666667,0.490512419785282,0.638476460571403,779.7897846667561,11.406985515028556,0.014456218971081979,1.0,0.0,0.0,0.0,904.39,1211.08,3.0,0.5341724504092122,0.17375614295986813,0.7636600591868887,0.23633994081311127,0.04193065472515297,0.05397343878182968,0.0,904.39,1211.08,3.0,0.5439857351291159,0.18003488811794796,0.754029672480452,0.245970327519548,0.014663969377169508,0.025958685624065437,0.0,-0.009813284719903557,-0.00627874515807981,-0.009630386706436756,0.02726668534798346,0.02801475315776424,0.0,-0.009630386706436756
all,helpful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,3508.02,2526.78,3.0,3.0,758.44,842.26,0.4085792196842077,0.6194180174013192,498.50279694387604,0.24463617310363073,0.0004889039566480335,1.0,0.0,0.0,0.0,846.72,1170.98,3.0,0.6078499682448346,0.2048333845715284,0.6915302790352099,0.3084697209647901,0.06183873997817228,0.06345415474992792,0.07761262384508133,846.72,1170.98,3.0,0.592357085979525,0.20223245741385537,0.7061689848438196,0.2938310151561803,0.015346449293438855,0.025890346839272015,0.0,0.015492882265309609,0.0026009271576730515,0.014638705808609775,0.04649229068473343,0.03756380791065591,0.07761262384508133,0.014638705808609775
all,helpful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3632.62,2653.95,3.0,3.0,772.37,884.65,0.3927979547375353,0.6194180174013192,599.0215405719417,1.388993474286584,0.0023223135541042385,1.0,0.0,0.0,0.0,884.05,1208.38,3.0,0.5610963156165738,0.18522200184068383,0.7334256824103151,0.26657431758968486,0.023867431667056117,0.02923664889184733,0.21186456080093527,884.05,1208.38,3.0,0.5777880749984708,0.19562491670454635,0.701434980560355,0.2985650194396451,0.015397496431181242,0.026320070004538173,0.07381263905525536,-0.01669175938189705,-0.01040291486386252,-0.03199070184996024,0.008469935235874877,0.002916578887309158,0.13805192174567993,-0.03199070184996024
all,helpful,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3557.8,2579.48,3.0,3.0,725.58,859.8266666666667,0.37112953504557156,0.5073806634258838,401.9402416758941,3.0389955362155026,0.007477221654695049,1.0,0.0,0.0,0.0,860.02,1186.2,3.0,0.5927715516548138,0.19907348475464545,0.7105217704347624,0.2894782295652377,0.026986418595372305,0.033479576819952214,0.0,860.02,1186.2,3.0,0.6173244039780276,0.2132904322300345,0.6863055324497787,0.3136944675502214,0.015808161065856335,0.02719163798814188,0.0,-0.02455285232321377,-0.014216947475389057,-0.024216237984983645,0.01117825752951597,0.0062879388318103436,0.0,-0.024216237984983645
all,helpful,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3297.8,2256.39,3.0,3.0,721.91,752.13,0.1976370646817915,0.2795418321275528,110.56488023306447,0.9154980423632721,0.008062887992865987,1.0,0.0,0.0,0.0,753.61,1098.2,3.0,0.6783082179252521,0.23855312815664145,0.6025268863595621,0.39747311364043797,0.06688861448880312,0.0685588617402074,0.3359075440614351,753.61,1098.2,3.0,0.6709933720057595,0.2390311214649697,0.5932690617350715,0.40673093826492845,0.016356282628778498,0.029348274907222006,0.08632450549574315,0.007314845919492714,-0.00047799330832822896,-0.009257824624490542,0.05053233186002463,0.03921058683298539,0.24958303856569192,-0.009257824624490542
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,24.5,3263.88,2325.31,3.0,3.0,728.82,775.1033333333332,0.1599061643798107,0.25494684262659084,85.80761806663644,1.3341029470149142,0.015118091892020876,0.96,0.0,0.0,0.0,774.69,1089.12,3.0,0.6834824224934545,0.24298117896542987,0.5925628637309618,0.4074371362690382,0.028229344835193463,0.047642344964829615,0.1172018531679134,774.69,1089.12,3.0,0.6766814875341717,0.24181497655526218,0.5730628370270757,0.42693716297292433,0.02048050600752033,0.032958873950675184,0.20483903407844198,0.006800934959282879,0.0011662024101676738,-0.019500026703886158,0.007748838827673135,0.014683471014154435,-0.0876371809105286,-0.019500026703886158
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,24.5,3715.52,2790.4,3.0,3.0,807.69,930.1333333333333,0.5108559742111783,0.6861701294576835,859.0098578373716,8.118123801526806,0.009330308679381541,1.0,0.0,0.0,0.0,944.1,1257.48,3.0,0.5445195543321711,0.17815688256506462,0.7519451111267166,0.24805488887328342,0.015810467157584815,0.028119070584887513,0.0,944.1,1257.48,3.0,0.5337771421740068,0.17591596692340264,0.758764122020978,0.24123587797902207,0.016792675007780186,0.02452831830982295,0.0,0.010742412158164263,0.0022409156416619987,0.006819010894261343,-0.000982207850195369,0.0035907522750645653,0.0,0.006819010894261343
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,24.5,3623.74,2676.39,3.0,3.0,807.69,892.13,0.40191948571626696,0.5746432773271071,496.64616072617383,1.2246093670512042,0.002436739223442593,1.0,0.0,0.0,0.0,898.11,1216.26,3.0,0.6238218719186307,0.21433611818972448,0.6746334135032551,0.325366586496745,0.0239512488113352,0.04647440996058254,0.0,898.11,1216.26,3.0,0.5985341167862483,0.2047592944782573,0.7038701143687477,0.29612988563125225,0.017481442842063162,0.02943878200998154,0.0,0.025287755132382385,0.00957682371146717,0.029236700865492668,0.006469805969272036,0.017035627950601,0.0,0.029236700865492668
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3728.48,2814.65,3.0,3.0,807.69,938.2166666666667,0.460363413730418,0.608393373265326,691.8524375917586,8.617969562044502,0.012244657987307618,1.0,0.0,0.0,0.0,931.85,1234.52,3.0,0.5734211006188732,0.1912487721788854,0.7299111394397627,0.27008886056023723,0.033070652358224616,0.04271436586140263,0.0,931.85,1234.52,3.0,0.5664573879123768,0.19009327075916796,0.7346894257199407,0.26531057428005944,0.016406214194583917,0.026445942376931035,0.0,0.006963712706496443,0.0011555014197174285,0.004778286280177802,0.016664438163640695,0.016268423484471595,0.0,0.004778286280177802
all,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,24.5,3570.86,2608.57,3.0,3.0,729.17,869.5233333333333,0.41023710021337406,0.6207666802866372,688.7519744622759,0.7512709566902325,0.0010915574430868864,0.96,0.0,0.0,0.0,870.93,1194.14,3.0,0.5692500138851169,0.1888810549545824,0.726828340527498,0.273171659472502,0.030131437577634482,0.03752214213680595,0.10428925433159242,870.93,1194.14,3.0,0.5543382747896737,0.1851658780673113,0.7125352397910878,0.2874647602089122,0.013586663677241397,0.02281704030551484,0.1829948197196045,0.014911739095443072,0.00371517688727112,-0.014293100736410205,0.01654477390039309,0.014705101831291107,-0.07870556538801209,-0.014293100736410205
all,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,24.5,3481.66,2514.23,3.0,3.0,729.17,838.0766666666667,0.2455378507642539,0.3780682657118158,231.7805594935315,0.46732879141767114,0.0020446738602493157,0.96,0.0,0.0,0.0,844.77,1170.34,3.0,0.6726742724075819,0.23456005124164572,0.6301040294707461,0.369895970529254,0.05892444258246604,0.06205523376052588,0.10716848783555816,844.77,1170.34,3.0,0.6480338655254663,0.22789255100308406,0.6228298025245024,0.3771701974754976,0.018215643770184718,0.031344803022686045,0.18725298228788148,0.024640406882115582,0.006667500238561692,-0.007274226946243645,0.040708798812281316,0.030710430737839835,-0.08008449445232331,-0.007274226946243645
all,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3579.28,2623.14,3.0,3.0,729.17,874.38,0.34794389483263083,0.5212783075571461,498.209478464015,0.1918766818603589,0.00038258001102919284,0.96,0.0,0.0,0.0,870.86,1191.72,3.0,0.6037289593445783,0.20549786720546134,0.6914784714355665,0.3085215285644336,0.01991314380996008,0.03857848055109001,0.10546377181624797,870.86,1191.72,3.0,0.5988723989283746,0.20490523969958313,0.6770987595409329,0.32290124045906715,0.014780803113113366,0.025452815814814168,0.18282945574184126,0.004856560416203568,0.0005926275058782138,-0.01437971189463358,0.005132340696846712,0.013125664736275845,-0.0773656839255933,-0.01437971189463358
all,overall,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,3704.26,2676.47,3.0,3.0,771.83,892.1566666666668,0.41261848995678546,0.5914601857584961,531.4542922681729,1.0862969395792756,0.0020227293767826606,1.0,0.0,0.0,0.0,899.03,1245.74,3.0,0.6357001255873067,0.21719699210884447,0.6704246452959601,0.32957535470403976,0.05127575589441603,0.056256067016318384,0.1258654108615851,899.03,1245.74,3.0,0.593683974742936,0.202530247773193,0.7088387736100565,0.29116122638994335,0.01630233037037054,0.024533898536264104,0.0,0.042016150844370784,0.01466674433565146,0.038414128314096435,0.03497342552404548,0.031722168480054276,0.1258654108615851,0.038414128314096435
all,overall,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3723.22,2712.99,3.0,3.0,787.26,904.33,0.39557621737677584,0.5914601857584961,602.1875053470656,0.2296765610199588,0.0003832797878946662,1.0,0.0,0.0,0.0,906.01,1244.78,3.0,0.5976375972283937,0.20061757998461002,0.7062375560113304,0.29376244398866963,0.019237834606810247,0.030900082858056583,0.24930685295523117,906.01,1244.78,3.0,0.5815434409359198,0.19715888503636583,0.7037517649213957,0.2962482350786042,0.014937978442212283,0.024095343412109185,0.016430996008560402,0.016094156292473936,0.003458694948244178,-0.0024857910899345683,0.004299856164597964,0.006804739445947398,0.23287585694667076,-0.0024857910899345683
all,overall,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3573.2,2579.91,3.0,3.0,726.62,859.97,0.3647138340075811,0.5177592605085723,409.5950769009535,1.2612749223992237,0.003041414125995464,1.0,0.0,0.0,0.0,864.59,1197.8,3.0,0.6247917251195408,0.2137473420468089,0.6833723855643211,0.3166276144356789,0.01948354108887188,0.03182283394594039,0.0,864.59,1197.8,3.0,0.6146647984275091,0.21212571347200107,0.6850819540358338,0.31491804596416606,0.01733838669810211,0.028220737302280766,0.0,0.010126926692031786,0.0016216285748078501,0.0017095684715128145,0.002145154390769769,0.0036020966436596195,0.0,0.0017095684715128145
all,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,24.5,3581.26,2673.48,3.0,3.0,788.45,891.16,0.504273028914115,0.6861701294576835,839.1390789658154,5.978576623486592,0.007073733469015366,1.0,0.0,0.0,0.0,895.52,1199.74,3.0,0.5312147420044112,0.17376717349774373,0.7565495007127646,0.24345049928723544,0.017092096459769848,0.02533088388035152,0.0,895.52,1199.74,3.0,0.5245503102850232,0.17214670213389038,0.7599574114948876,0.2400425885051124,0.012046767005200926,0.021882117116949772,0.0,0.006664431719388056,0.0016204713638533568,0.0034079107821230604,0.0050453294545689245,0.003448766763401748,0.0,0.0034079107821230604
all,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,24.5,3549.6,2610.01,3.0,3.0,788.45,870.0033333333333,0.37415903320618865,0.5746432773271071,450.06476765785095,0.40037672775381705,0.000887428494322881,1.0,0.0,0.0,0.0,868.49,1181.4,3.0,0.6297142473549164,0.21626230482089512,0.6699708645649766,0.33002913543502355,0.015324974235767667,0.05919955279676589,0.0,868.49,1181.4,3.0,0.6058527139121068,0.20834565952294784,0.6902376703651413,0.30976232963485867,0.015121657333657876,0.027397880905343605,0.0,0.023861533442809536,0.007916645297947247,0.02026680580016485,0.00020331690210979026,0.03180167189142229,0.0,0.02026680580016485
all,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3750.08,2815.0,3.0,3.0,788.45,938.3333333333333,0.44062121321922715,0.608393373265326,672.6989032462084,3.6710909883436535,0.005410308832154178,1.0,0.0,0.0,0.0,923.5,1234.92,3.0,0.5814974856094716,0.19498952920056564,0.7182152939270425,0.2817847060729575,0.029737210664179697,0.041005734302383134,0.0,923.5,1234.92,3.0,0.5705486012858205,0.1920652441995582,0.7268313560408663,0.27316864395913376,0.013853707952106685,0.023534779140548592,0.0,0.010948884323650985,0.0029242850010074415,0.008616062113823795,0.015883502712073012,0.017470955161834546,0.0,0.008616062113823795
all,overall,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,3660.04,2718.6,3.0,3.0,771.83,906.2,0.5103437061641042,0.6861701294576835,832.0581418391698,7.672733016456886,0.009118723605594776,1.0,0.0,0.0,0.0,912.9,1226.96,3.0,0.5723550670514327,0.19191650468392257,0.7156585610906295,0.2843414389093705,0.013404209983260938,0.07547485885788216,0.12610840094750195,912.9,1226.96,3.0,0.532382430036916,0.17524948144102553,0.760600630188908,0.23939936981109194,0.01280578959797993,0.022171514791901284,0.0,0.03997263701451668,0.01666702324289705,0.044942069098278574,0.0005984203852810077,0.05330334406598088,0.12610840094750195,0.044942069098278574
all,overall,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3781.86,2851.2,3.0,3.0,787.26,950.4,0.4573575695287563,0.6861701294576835,869.1591121563572,0.19973838762386426,0.0002298122165150109,1.0,0.0,0.0,0.0,948.8,1258.14,3.0,0.5535489781279734,0.18256144835138297,0.7396204172444406,0.2603795827555594,0.024171064892003286,0.054424609859829026,0.23734358360863309,948.8,1258.14,3.0,0.5329846000506402,0.17600392854335906,0.7409482211322093,0.2590517788677907,0.013594160007614773,0.023710915768578426,0.016082319033601935,0.02056437807733318,0.006557519808023921,0.0013278038877687149,0.010576904884388512,0.030713694091250597,0.22126126457503115,0.0013278038877687149
all,overall,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3689.38,2748.99,3.0,3.0,726.62,916.33,0.4610804399007553,0.608625736152644,732.003951403281,8.396914986287227,0.011344448553908893,1.0,0.0,0.0,0.0,906.51,1216.62,3.0,0.5764343471857961,0.19278443517288824,0.7258548654680061,0.27414513453199396,0.04215983026219461,0.06611834587870584,0.0,906.51,1216.62,3.0,0.5537271737275874,0.18452084738939206,0.7403753357371677,0.25962466426283226,0.013939551756783353,0.02472423118647373,0.0,0.022707173458208656,0.008263587783496156,0.014520470269161662,0.02822027850541126,0.04139411469223211,0.0,0.014520470269161662
all,overall,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,3496.14,2531.65,3.0,3.0,771.83,843.8833333333333,0.4108405877195102,0.6205595932221057,501.2650094243615,0.2092715464455968,0.0004195547653723162,1.0,0.0,0.0,0.0,847.35,1166.86,3.0,0.6289460983694594,0.21447705492093205,0.6755743333238705,0.3244256666761295,0.06325098281132932,0.0689461494225279,0.13415215356092455,847.35,1166.86,3.0,0.5899778436449911,0.2012737358609735,0.7070224056610798,0.29297759433892023,0.014929247629461781,0.024522260421498406,0.0,0.03896825472446818,0.013203319059958564,0.03144807233720928,0.04832173518186754,0.04442388900102949,0.13415215356092455,0.03144807233720928
all,overall,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3610.84,2634.9,3.0,3.0,787.26,878.3,0.40181656713838815,0.6205595932221057,594.0725235628721,0.5835628966371502,0.0009920364695376815,1.0,0.0,0.0,0.0,875.6,1201.16,3.0,0.5929463789867937,0.19975277558448978,0.7039284391076521,0.2960715608923479,0.017296928763008357,0.027760822997768497,0.2586683180371416,875.6,1201.16,3.0,0.5752615311859632,0.19458504898839735,0.7063582960929806,0.2936417039070194,0.012772627583867248,0.023298331748753273,0.01714994981977991,0.01768484780083042,0.005167726596092473,0.0024298569853284623,0.004524301179141112,0.0044624912490152276,0.24151836821736164,0.0024298569853284623
all,overall,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3520.94,2552.36,3.0,3.0,726.62,850.7866666666667,0.34977667655617845,0.5073809023297996,377.08361174836676,0.61634496838608,0.0016219393175059729,1.0,0.0,0.0,0.0,853.14,1177.06,3.0,0.6359741881585675,0.21768535010880086,0.6751652186250096,0.3248347813749905,0.03564388181253912,0.04349329961750004,0.0,853.14,1177.06,3.0,0.6223550659134501,0.2157605146039291,0.6756154156366512,0.3243845843633488,0.015479384727808165,0.02788646240437247,0.0,0.01361912224511742,0.0019248355048717735,0.00045019701164164647,0.02016449708473095,0.015606837213127571,0.0,0.00045019701164164647
all,overall,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3323.68,2285.71,3.0,3.0,725.46,761.9033333333333,0.18264386222687132,0.2702177117075221,90.68354215559378,0.31171116814400507,0.00351030982277754,1.0,0.0,0.0,0.0,763.29,1107.32,3.0,0.7201654969603514,0.25688330935414383,0.5687005746556639,0.431299425344336,0.07764673025093188,0.07815178634609361,0.4457060972921834,763.29,1107.32,3.0,0.6767171342409071,0.2418421973627783,0.5852570130405158,0.4147429869594842,0.013925439470357879,0.029430238276491095,0.019522460054265903,0.04344836271944439,0.01504111199136554,0.016556438384851834,0.063721290780574,0.048721548069602515,0.4261836372379175,0.016556438384851834
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,24.5,999.68,738.65,3.0,3.0,196.83,246.21666666666667,0.23349217726522756,0.3612748817350531,56.38504159996669,2.085564446362,0.03569672594597339,1.0,0.0,0.0,0.0,245.35,332.32,3.0,0.6923886625653669,0.24403803035854224,0.6043605777652052,0.3956394222347948,0.05071192548347146,0.07642442405745341,0.0550785596447343,245.35,332.32,3.0,0.6609192324403917,0.23396687751116058,0.6213099917377101,0.37869000826229,0.04186015655807825,0.06642019232671383,0.07852850110780485,0.031469430124975106,0.010071152847381679,0.01694941397250484,0.008851768925393211,0.010004231730739586,-0.023449941463070553,0.01694941397250484
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,24.5,1033.98,762.35,3.0,3.0,210.88,254.11666666666667,0.49138825262604663,0.6357699051963219,189.26504902829416,3.6179544598417146,0.018610553175246375,1.0,0.0,0.0,0.0,261.65,354.02,3.0,0.6176004154960429,0.20374026716217675,0.708341626487876,0.291658373512124,0.04774561734951885,0.06392418923183653,0.0,261.65,354.02,3.0,0.5738138664688194,0.192925893475464,0.7369010075856588,0.2630989924143412,0.03144286320741433,0.04912635460635131,0.0,0.043786549027223474,0.010814373686712737,0.028559381097782745,0.016302754142104515,0.014797834625485203,0.0,0.028559381097782745
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,24.5,1041.0,761.26,3.0,3.0,209.98,253.75333333333333,0.2633183950159386,0.408845149244675,80.75248546581764,0.43217996384784774,0.005272498076181916,0.98,0.0,0.0,0.0,258.24,352.0,3.0,0.7319968310942434,0.2576510809905157,0.5923342608179023,0.4076657391820977,0.03451892643883448,0.10271483994938084,0.15423084602364764,258.24,352.0,3.0,0.6459555188506679,0.22676630051636604,0.624804375188428,0.37519562481157204,0.027205336635387392,0.05384806684221448,0.2639784468983741,0.08604131224357543,0.030884780474149665,0.03247011437052569,0.007313589803447091,0.048866773107166354,-0.10974760087472642,0.03247011437052569
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,24.5,1059.88,793.61,3.0,3.0,214.04,264.5366666666667,0.36819302078445726,0.49264115500271205,121.0571055706294,1.5041374159595093,0.012039330039517033,1.0,0.0,0.0,0.0,261.39,348.12,3.0,0.6842538567697184,0.2355321371305432,0.639799140471415,0.360200859528585,0.062325614774427905,0.09611900034619637,0.0,261.39,348.12,3.0,0.6190944502091862,0.21400870404631991,0.6871573003965683,0.31284269960343175,0.031664439796775926,0.05348184721390034,0.0,0.06515940656053218,0.021523433084223286,0.04735815992515329,0.030661174977651987,0.04263715313229603,0.0,0.04735815992515329
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,24.5,790.18,577.34,3.0,3.0,169.63,192.4466666666667,0.3623144840549226,0.5445656037496734,98.63232826130655,1.163498793306932,0.011824845578940311,1.0,0.0,0.0,0.0,194.16,265.82,3.0,0.6616575875384892,0.2219685187862579,0.673033105143429,0.32696689485657093,0.03066675464036831,0.043951950476003906,0.06049227223603532,194.16,265.82,3.0,0.6041087073504399,0.20741027434956133,0.6785839935110904,0.32141600648890956,0.029598509741772847,0.04868723215152152,0.08719947911801153,0.057548880188049406,0.014558244436696528,0.0055508883676614355,0.0010682448985954685,-0.004735281675517611,-0.02670720688197622,0.0055508883676614355
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,24.5,847.1,620.22,3.0,3.0,195.62,206.74,0.0608149391397137,0.10313820642858039,3.0580181502078942,0.3772991764926271,0.12220571594988124,0.98,0.06,0.061224489795918366,5.757333369209129e-06,209.78,285.9,3.0,0.8183887994412642,0.2953392372131307,0.5094119978025727,0.4905880021974272,0.10783373841020268,0.12090537115256834,0.5017016636908914,209.78,285.9,3.0,0.6955465104861253,0.25118509047361726,0.5101991261337422,0.48980087386625776,0.03896851647671287,0.06082781281312262,0.49371338832716544,0.12284228895513884,0.04415414673951346,0.00078712833116944,0.0688652219334898,0.060077558339445725,0.007988275363725953,0.000787128331169441
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,799.76,581.48,3.0,3.0,170.49,193.82666666666668,0.22706818867900874,0.3656377934913808,35.57085752575248,2.1882291457157903,0.057895182428291704,1.0,0.0,0.0,0.0,192.02,264.24,3.0,0.7350573470719052,0.2552324014998278,0.602040954175354,0.39795904582464603,0.036500782329714175,0.05445566019419287,0.060759366542725596,192.02,264.24,3.0,0.666213292535241,0.23668523486794416,0.6050577896820621,0.39494221031793786,0.03068608329779556,0.055920398984187214,0.08766331309535977,0.06884405453666419,0.01854716663188365,0.0030168355067081267,0.0058146990319186175,-0.0014647387899943492,-0.026903946552634162,0.0030168355067081267
all,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,838.54,606.41,3.0,3.0,185.19,202.13666666666668,0.3788508367494368,0.6321903724148532,121.19591175472087,1.8408008722567792,0.014974857378860127,0.98,0.0,0.0,0.0,206.59,284.46,3.0,0.7088593557235938,0.24585897956733174,0.6143259797509876,0.38567402024901243,0.1253737352210279,0.13279051633442568,0.1880536097843287,206.59,284.46,3.0,0.5908382837331744,0.20169353908840953,0.6656121476151902,0.33438785238480984,0.02484265685302051,0.04397715395407094,0.3283950965975565,0.11802107199041954,0.04416544047892218,0.05128616786420262,0.1005310783680074,0.08881336238035475,-0.1403414868132278,0.05128616786420262
all,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,847.66,609.15,3.0,3.0,183.66,203.05,0.346420164296472,0.4783978546403082,79.53711917443403,0.5949796820889517,0.007337991704348255,1.0,0.0,0.0,0.0,204.85,284.34,3.0,0.7061960107678111,0.24358823155803278,0.6216317273111751,0.3783682726888249,0.07143465787764892,0.07992313405327126,0.1313741822842668,204.85,284.34,3.0,0.631107411267532,0.21974517144170505,0.6710435816459597,0.3289564183540403,0.02905909333585754,0.05141813824458355,0.0,0.07508859950027912,0.02384306011632772,0.049411854334784525,0.04237556454179137,0.028504995808687705,0.1313741822842668,0.049411854334784525
all,truthful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,827.18,598.99,3.0,3.0,174.97,199.66333333333333,0.18741247105291337,0.29322491549438356,28.189029646365356,0.28806982208536075,0.010253618592443989,0.98,0.0,0.0,0.0,201.51,277.82,3.0,0.762909732763964,0.2677525295991839,0.5783992599964283,0.4216007400035718,0.07199443689741826,0.08112830575061453,0.19711902832884384,201.51,277.82,3.0,0.6766081294258334,0.24174213843471354,0.5679482881792114,0.43205171182078866,0.031193342462018023,0.0531321680466432,0.3377473968242106,0.08630160333813058,0.026010391164470337,-0.010450971817216841,0.04080109443540023,0.02799613770397133,-0.1406283684953668,-0.010450971817216841
