scope,group,prompt_id,aspect,n_annotations,nodes,observed_edges,eligible_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity,gradient_energy,residual_energy,rho_cyc
global,evaluator=youthful_lewin,ALL,harmless,221,6,13,7,2,0,0.0,0.0,2.2992063492063477,2.734126984126984,0.5432040365815201
global,evaluator=peaceful_babbage,ALL,overall,219,6,15,14,16,0,0.0,0.0,44.94185388187618,2.7438529287798374,0.05754036402720746
global,evaluator=peaceful_babbage,ALL,helpful,219,6,15,14,16,0,0.0,0.0,44.13114902395627,3.735722992915739,0.07804401740725776
global,evaluator=peaceful_babbage,ALL,truthful,219,6,11,7,1,0,0.0,0.0,8.079973118279568,1.5866935483870968,0.16414071190211346
global,evaluator=peaceful_babbage,ALL,harmless,219,6,5,4,0,0,,,4.5,1.7256332301709633e-31,3.8347405114910297e-32
global,evaluator=youthful_austin,ALL,overall,218,6,15,14,16,0,0.0,0.0,32.85869380481326,9.443578535849158,0.2232404552596967
global,evaluator=youthful_austin,ALL,helpful,218,6,15,14,16,0,0.0,0.0,25.709793335553883,5.622843377578188,0.17945643799653646
global,evaluator=youthful_austin,ALL,truthful,218,6,12,5,0,0,,,4.740112994350278,4.259887005649718,0.4733207784055242
global,evaluator=youthful_austin,ALL,harmless,218,6,5,4,0,0,,,4.5,1.1709654061874394e-31,2.6021453470831987e-32
global,evaluator=youthful_spence,ALL,overall,216,6,15,14,16,2,0.125,0.0003837072018890201,17.174305683000973,2.8944012550558043,0.14422460121569067
global,evaluator=youthful_spence,ALL,helpful,216,6,15,15,20,3,0.15,0.0022541834383939647,16.122953463872456,3.827450956268808,0.19184828917075689
global,evaluator=youthful_spence,ALL,truthful,216,6,13,10,6,3,0.5,0.27777777777777773,6.429752564876287,8.736914101790385,0.5760602704477177
global,evaluator=youthful_spence,ALL,harmless,216,6,4,4,0,0,,,5.0000000000000195,2.9377673148496243e-28,5.875534629699249e-29
global,evaluator=amazing_mcnulty,ALL,overall,213,6,15,15,20,1,0.05,0.0005614973262032085,52.782954963466295,6.4004098936595115,0.1081454207463652
global,evaluator=amazing_mcnulty,ALL,helpful,213,6,15,14,16,0,0.0,0.0,53.77805398448677,4.820862627385782,0.08226880130423843
global,evaluator=amazing_mcnulty,ALL,truthful,213,6,12,9,4,0,0.0,0.0,9.119070474362045,2.5172931620015855,0.21632988110951124
global,evaluator=amazing_mcnulty,ALL,harmless,213,6,6,3,0,0,,,3.000000000000001,9.860761315262648e-32,3.2869204384208823e-32
global,evaluator=cocky_davinci,ALL,overall,212,6,15,15,20,0,0.0,0.0,67.98527371258035,4.153252709575856,0.057573295651631884
global,evaluator=cocky_davinci,ALL,helpful,212,6,15,14,16,0,0.0,0.0,67.4555905415589,3.1853457514283052,0.045092065855652175
global,evaluator=cocky_davinci,ALL,truthful,212,6,12,10,3,0,0.0,0.0,4.891423196755038,7.451433946102102,0.6037041391517908
global,evaluator=cocky_davinci,ALL,harmless,212,6,6,6,1,0,0.0,0.0,5.418367346938773,0.7482993197278911,0.12134583563154991
global,evaluator=sharp_mccarthy,ALL,overall,211,6,15,15,20,0,0.0,0.0,17.380827851243097,3.7650496630554753,0.1780512376707752
global,evaluator=sharp_mccarthy,ALL,helpful,211,6,15,15,20,4,0.2,0.002206341069123024,20.94272119364469,6.283096117698945,0.23077713502033584
global,evaluator=sharp_mccarthy,ALL,truthful,211,6,15,14,16,5,0.3125,0.03883928571428571,6.116492269817003,8.82636487304014,0.59067451349217
global,evaluator=sharp_mccarthy,ALL,harmless,211,6,2,1,0,0,,,0.9999999999999993,1.1093356479670479e-31,1.1093356479670479e-31
global,evaluator=hardcore_payne,ALL,overall,210,6,15,11,6,0,0.0,0.0,41.66215995108573,3.182807238587347,0.07097356599962651
global,evaluator=hardcore_payne,ALL,helpful,210,6,15,11,6,0,0.0,0.0,42.42966494858755,3.658999720077154,0.07939044765957128
global,evaluator=hardcore_payne,ALL,truthful,210,6,11,7,4,0,0.0,0.0,4.562922516900669,1.1704108164326572,0.2041414214708123
global,evaluator=hardcore_payne,ALL,harmless,210,6,2,2,0,0,,,1.6428571428571428,0.0,0.0
global,evaluator=affectionate_dubinsky,ALL,overall,208,6,15,15,20,0,0.0,0.0,23.99856254292156,5.005961587918355,0.17259243990131934
global,evaluator=affectionate_dubinsky,ALL,helpful,208,6,15,15,20,0,0.0,0.0,51.44113929118255,5.747085839380022,0.10049421583305368
global,evaluator=affectionate_dubinsky,ALL,truthful,208,6,6,4,0,0,,,3.166666666666666,2.3881531310401725e-31,7.541536203284756e-32
global,evaluator=affectionate_dubinsky,ALL,harmless,208,6,12,12,8,1,0.125,0.125,11.28070777038611,5.862149372471024,0.3419587133941431
global,evaluator=flamboyant_panini,ALL,overall,204,6,15,14,16,1,0.0625,0.0011446886446886445,25.688220928019355,2.7625366477382336,0.09709887831219462
global,evaluator=flamboyant_panini,ALL,helpful,204,6,15,15,20,1,0.05,0.0023616734143049934,30.09040628916903,4.444605190579313,0.1286985294093698
global,evaluator=flamboyant_panini,ALL,truthful,204,6,12,5,1,0,0.0,0.0,5.530456852791881,0.5695431472081217,0.09336772905051176
global,evaluator=flamboyant_panini,ALL,harmless,204,6,8,3,0,0,,,2.8846153846153855,0.11538461538461539,0.038461538461538464
global,evaluator=dreamy_sinoussi,ALL,overall,201,6,15,15,20,0,0.0,0.0,31.652375325789823,6.848486093492678,0.17787877572169686
global,evaluator=dreamy_sinoussi,ALL,helpful,201,6,15,14,16,0,0.0,0.0,28.60711378908494,6.503292471321327,0.18522407354354772
global,evaluator=dreamy_sinoussi,ALL,truthful,201,6,15,15,20,0,0.0,0.0,32.01101545594404,6.0756145806860165,0.15952092833739184
global,evaluator=dreamy_sinoussi,ALL,harmless,201,6,0,0,0,0,,,,,
global,evaluator=keen_noether,ALL,overall,201,6,15,15,20,1,0.05,0.0001923076923076923,22.964288854694793,5.228542986666457,0.18545646695184922
global,evaluator=keen_noether,ALL,helpful,201,6,15,15,20,0,0.0,0.0,18.70343837529958,6.790242479449386,0.2663500228992825
global,evaluator=keen_noether,ALL,truthful,201,6,12,8,2,2,1.0,0.5833333333333333,2.242673625050181,7.690659708283152,0.7742274874110556
global,evaluator=keen_noether,ALL,harmless,201,6,9,5,0,0,,,3.566666666666672,1.6,0.3096774193548387
global,evaluator=quizzical_khorana,ALL,overall,201,6,15,13,13,1,0.07692307692307693,0.0017482517482517483,21.249861429980523,10.692304474290637,0.3347394946959721
global,evaluator=quizzical_khorana,ALL,helpful,201,6,15,13,13,0,0.0,0.0,22.28320784530937,11.358855595206066,0.3376384928139244
global,evaluator=quizzical_khorana,ALL,truthful,201,6,13,10,5,0,0.0,0.0,10.003267577312446,3.271335597290735,0.2464356602048503
global,evaluator=quizzical_khorana,ALL,harmless,201,6,6,6,1,0,0.0,0.0,4.125000000000001,1.0416666666666667,0.20161290322580647
global,evaluator=elastic_brahmagupta,ALL,overall,200,6,15,15,20,1,0.05,0.00015873015873015873,45.77985542037368,2.5193751735937853,0.05216180760255122
global,evaluator=elastic_brahmagupta,ALL,helpful,200,6,15,14,16,0,0.0,0.0,49.6552831894679,1.7634494699398555,0.03429585636854878
global,evaluator=elastic_brahmagupta,ALL,truthful,200,6,15,11,10,2,0.2,0.2,10.166558351128037,6.4334416488719715,0.3875567258356609
global,evaluator=elastic_brahmagupta,ALL,harmless,200,6,7,4,0,0,,,4.000000000000002,5.423418723394456e-31,1.355854680848614e-31
global,evaluator=ecstatic_jones,ALL,overall,198,6,15,15,20,0,0.0,0.0,51.68221195781449,6.275372614475848,0.10827526131025318
global,evaluator=ecstatic_jones,ALL,helpful,198,6,15,15,20,0,0.0,0.0,49.03557611680942,7.214148341738637,0.1282521543204171
global,evaluator=ecstatic_jones,ALL,truthful,198,6,9,2,0,0,,,2.0000000000000018,6.635409602813699e-31,3.3177048014068494e-31
global,evaluator=ecstatic_jones,ALL,harmless,198,6,6,5,0,0,,,6.666666666666671,0.33333333333333326,0.04761904761904761
global,evaluator=loving_beaver,ALL,overall,198,6,15,15,20,1,0.05,4.761904761904762e-05,38.370457315302495,3.3433225483629943,0.08014911521540576
global,evaluator=loving_beaver,ALL,helpful,198,6,15,15,20,0,0.0,0.0,35.730241748363916,4.008906688637529,0.10088053836867837
global,evaluator=loving_beaver,ALL,truthful,198,6,9,8,2,0,0.0,0.0,3.0127388535031843,4.320594479830149,0.5891719745222931
global,evaluator=loving_beaver,ALL,harmless,198,6,1,0,0,0,,,,,
global,evaluator=modest_euclid,ALL,overall,197,6,15,15,20,0,0.0,0.0,29.990963766044306,5.657846900413374,0.15871067770956218
global,evaluator=modest_euclid,ALL,helpful,197,6,15,15,20,0,0.0,0.0,29.549078992690017,4.910842784878819,0.14250881985679545
global,evaluator=modest_euclid,ALL,truthful,197,6,11,8,2,1,0.5,0.16666666666666666,6.168674698795195,5.164658634538152,0.4557051736357193
global,evaluator=modest_euclid,ALL,harmless,197,6,1,0,0,0,,,,,
global,evaluator=nervous_hypatia,ALL,overall,196,6,15,13,12,0,0.0,0.0,45.23774259484569,5.640499163395943,0.11086269824727658
global,evaluator=nervous_hypatia,ALL,helpful,196,6,15,15,20,1,0.05,0.0075,55.23449829489097,5.918288315581032,0.09677871841358676
global,evaluator=nervous_hypatia,ALL,truthful,196,6,14,11,8,2,0.25,0.034722222222222224,12.889048033397525,4.944285299935799,0.2772496429870541
global,evaluator=nervous_hypatia,ALL,harmless,196,6,6,5,1,0,0.0,0.0,5.115384615384621,0.05128205128205128,0.009925558312655085
global,evaluator=nervous_easley,ALL,overall,195,6,15,15,20,0,0.0,0.0,44.7168015721798,4.907435302057083,0.09889190466533598
global,evaluator=nervous_easley,ALL,helpful,195,6,15,15,20,0,0.0,0.0,44.90938714582268,2.313110085188474,0.048983222421991005
global,evaluator=nervous_easley,ALL,truthful,195,6,11,7,2,0,0.0,0.0,10.234899328859072,0.9317673378076061,0.08344185114694981
global,evaluator=nervous_easley,ALL,harmless,195,6,10,5,2,1,0.5,0.16666666666666666,1.0333333333333325,2.8000000000000007,0.7304347826086958
global,evaluator=optimistic_pare,ALL,overall,191,6,15,15,20,1,0.05,0.0018518518518518517,19.68452047067732,7.883942602197553,0.28597686353994545
global,evaluator=optimistic_pare,ALL,helpful,191,6,15,14,16,0,0.0,0.0,23.442532697704845,9.038815529231615,0.27827710432708624
global,evaluator=optimistic_pare,ALL,truthful,191,6,11,8,2,0,0.0,0.0,9.209306679015153,2.230864261155797,0.1950027034405889
global,evaluator=optimistic_pare,ALL,harmless,191,6,1,1,0,0,,,1.0,0.0,0.0
global,evaluator=relaxed_roentgen,ALL,overall,190,6,15,14,16,3,0.1875,0.00980193213649096,15.350547889043245,8.99649755627583,0.36951085405746725
global,evaluator=relaxed_roentgen,ALL,helpful,190,6,15,14,16,6,0.375,0.006681495587745587,16.51097882570832,9.732251092521608,0.37084806720993896
global,evaluator=relaxed_roentgen,ALL,truthful,190,6,11,7,2,1,0.5,0.16666666666666666,5.336814257866886,3.6393762183235867,0.40544774846045273
global,evaluator=relaxed_roentgen,ALL,harmless,190,6,11,9,4,2,0.5,0.06666666666666667,4.428497409326425,4.004835924006908,0.4748817301193962
global,evaluator=happy_galileo,ALL,overall,185,6,15,14,16,0,0.0,0.0,26.810014149157865,9.496121094908402,0.26155692505057826
global,evaluator=happy_galileo,ALL,helpful,185,6,15,14,16,2,0.125,0.002818035426731079,22.11951922346239,8.904748883656717,0.2870252685062813
global,evaluator=happy_galileo,ALL,truthful,185,6,12,10,7,1,0.14285714285714285,0.03571428571428571,9.48888877225394,6.832539799174626,0.418623882662778
global,evaluator=happy_galileo,ALL,harmless,185,6,10,9,5,0,0.0,0.0,10.32432432432434,2.175675675675676,0.17405405405405408
global,evaluator=festive_ardinghelli,ALL,overall,183,6,15,15,20,0,0.0,0.0,30.658292267726004,5.6507002017927705,0.1556281190268913
global,evaluator=festive_ardinghelli,ALL,helpful,183,6,15,15,20,0,0.0,0.0,29.861913292640565,5.751803438124177,0.16150528409059595
global,evaluator=festive_ardinghelli,ALL,truthful,183,6,10,7,2,2,1.0,0.5555555555555556,1.4312026002166864,7.302130733116649,0.8361218396698452
global,evaluator=festive_ardinghelli,ALL,harmless,183,6,1,0,0,0,,,0.0,0.0,
global,evaluator=agitated_pasteur,ALL,overall,181,6,15,15,20,3,0.15,0.02525641025641026,10.563781296427324,16.676473185932434,0.6121996105701505
global,evaluator=agitated_pasteur,ALL,helpful,181,6,15,14,16,3,0.1875,0.041026069518716575,7.661702311770844,16.251398983218998,0.6796023143440585
global,evaluator=agitated_pasteur,ALL,truthful,181,6,10,4,0,0,,,3.1538461538461533,1.8461538461538465,0.3692307692307693
global,evaluator=agitated_pasteur,ALL,harmless,181,6,12,7,1,1,1.0,1.0,3.1848484848484855,5.315151515151515,0.6253119429590018
global,evaluator=cool_kalam,ALL,overall,178,6,15,15,20,3,0.15,0.013244331426149608,25.08120143371533,11.317173875186311,0.3109252481502539
global,evaluator=cool_kalam,ALL,helpful,178,6,15,15,20,1,0.05,0.0009090909090909092,29.74333183444688,7.11600375600321,0.1930583837720311
global,evaluator=cool_kalam,ALL,truthful,178,6,11,9,5,3,0.6,0.5,1.610436893203882,7.056229773462784,0.814180358476475
global,evaluator=cool_kalam,ALL,harmless,178,6,9,7,1,0,0.0,0.0,6.999999999999997,0.5,0.06666666666666667
global,evaluator=dreamy_torvalds,ALL,overall,178,6,15,14,16,0,0.0,0.0,7.093108539260568,3.639948290390693,0.3391343536293346
global,evaluator=dreamy_torvalds,ALL,helpful,178,6,15,14,16,2,0.125,0.0005591630591630591,8.650793380444707,4.376221125517164,0.335934309700382
global,evaluator=dreamy_torvalds,ALL,truthful,178,6,4,3,0,0,,,3.500000000000002,4.930380657631324e-31,1.408680187894664e-31
global,evaluator=dreamy_torvalds,ALL,harmless,178,6,10,7,1,1,1.0,1.0,3.6785714285714337,3.8214285714285716,0.5095238095238096
global,evaluator=sad_jang,ALL,overall,177,6,15,14,16,1,0.0625,0.00010146103896103895,16.664827372079895,1.5342740167273676,0.08430493264194736
global,evaluator=sad_jang,ALL,helpful,177,6,15,15,20,0,0.0,0.0,21.31722315798766,4.030596832479391,0.15901157709007088
global,evaluator=sad_jang,ALL,truthful,177,6,14,14,16,1,0.0625,0.0008928571428571428,18.39796776280531,3.692508427670872,0.16715386286072065
global,evaluator=sad_jang,ALL,harmless,177,6,1,1,0,0,,,1.0,0.0,0.0
global,evaluator=modest_mirzakhani,ALL,overall,177,6,15,15,20,4,0.2,0.01703560076287349,21.624793664599604,10.068951479145547,0.31769522451443977
global,evaluator=modest_mirzakhani,ALL,helpful,177,6,15,14,16,1,0.0625,0.003472222222222222,18.5941438831164,10.773024981730467,0.3668390722752306
global,evaluator=modest_mirzakhani,ALL,truthful,177,6,15,12,10,2,0.2,0.2,5.053260976597111,10.61340569006955,0.677451427025716
global,evaluator=modest_mirzakhani,ALL,harmless,177,6,8,6,0,0,,,6.000000000000005,1.9228484564762163e-30,3.2047474274603605e-31
global,evaluator=naughty_jones,ALL,overall,176,6,15,14,16,0,0.0,0.0,34.48805853572566,7.739628994135779,0.18328327803085773
global,evaluator=naughty_jones,ALL,helpful,176,6,15,13,13,0,0.0,0.0,35.84882961528588,5.463197246740954,0.13224229508241844
global,evaluator=naughty_jones,ALL,truthful,176,6,13,10,5,3,0.6,0.3977777777777778,6.305226761256101,10.31699546096613,0.6206748606196202
global,evaluator=naughty_jones,ALL,harmless,176,6,7,4,0,0,,,2.333333333333335,4.776306262080345e-31,2.0469883980344336e-31
global,evaluator=vibrant_blackwell,ALL,overall,175,6,15,14,16,0,0.0,0.0,18.571764999489517,7.8085241557996135,0.29599842935133375
global,evaluator=vibrant_blackwell,ALL,helpful,175,6,15,15,20,0,0.0,0.0,20.293019666001957,5.101860453878154,0.20090114345073104
global,evaluator=vibrant_blackwell,ALL,truthful,175,6,10,8,1,0,0.0,0.0,8.445312500000005,2.0546875,0.1956845238095238
global,evaluator=vibrant_blackwell,ALL,harmless,175,6,0,0,0,0,,,,,
global,evaluator=hardcore_booth,ALL,overall,175,6,15,15,20,0,0.0,0.0,68.36601587434166,2.014638071030949,0.028624884227342523
global,evaluator=hardcore_booth,ALL,helpful,175,6,15,15,20,0,0.0,0.0,65.5558464702224,1.7582023894146155,0.0261193973501848
global,evaluator=hardcore_booth,ALL,truthful,175,6,15,15,20,2,0.1,0.05125,49.28137785839353,6.53528880827317,0.11708489952116757
global,evaluator=hardcore_booth,ALL,harmless,175,6,13,12,9,0,0.0,0.0,6.594339622641508,6.905660377358491,0.5115303983228512
global,evaluator=sad_bassi,ALL,overall,171,6,15,14,16,3,0.1875,0.023637636872930988,15.649730491451972,11.274127839759311,0.4187411663316422
global,evaluator=sad_bassi,ALL,helpful,171,6,15,15,20,4,0.2,0.01761201761201761,12.401385440999299,13.548204958281488,0.5220970639543112
global,evaluator=sad_bassi,ALL,truthful,171,6,12,7,0,0,,,5.299999999999995,0.5333333333333334,0.09142857142857144
global,evaluator=sad_bassi,ALL,harmless,171,6,8,5,0,0,,,4.403508771929828,1.263157894736842,0.22291021671826627
global,evaluator=vigorous_lovelace,ALL,overall,171,6,15,14,16,0,0.0,0.0,17.262119248334994,8.871777659710528,0.33947396712119443
global,evaluator=vigorous_lovelace,ALL,helpful,171,6,15,15,20,0,0.0,0.0,29.05123025620962,4.154011681075668,0.12510108159794006
global,evaluator=vigorous_lovelace,ALL,truthful,171,6,14,12,10,3,0.3,0.0479047619047619,4.249103319311307,8.13899191878393,0.6570010774340286
global,evaluator=vigorous_lovelace,ALL,harmless,171,6,6,5,1,0,0.0,0.0,5.124999999999999,0.375,0.06818181818181818
global,evaluator=vigilant_rosalind,ALL,overall,169,6,15,13,13,0,0.0,0.0,19.416623806930755,7.086839396532436,0.2673929569931223
global,evaluator=vigilant_rosalind,ALL,helpful,169,6,15,14,16,0,0.0,0.0,18.147670769469848,8.39778377598478,0.31635486827339926
global,evaluator=vigilant_rosalind,ALL,truthful,169,6,13,7,1,0,0.0,0.0,7.51048811080568,0.7276071272895485,0.08832225244555214
global,evaluator=vigilant_rosalind,ALL,harmless,169,6,10,4,0,0,,,2.6666666666666674,3.666970614113297e-31,1.3751139802924862e-31
global,evaluator=pedantic_noether,ALL,overall,167,6,15,14,16,1,0.0625,0.0020833333333333333,19.64334845159837,5.472675685942777,0.21789578063682122
global,evaluator=pedantic_noether,ALL,helpful,167,6,15,14,16,1,0.0625,0.002055921052631579,15.327647234323129,4.446365010741748,0.22485901979005068
global,evaluator=pedantic_noether,ALL,truthful,167,6,14,11,8,1,0.125,0.008333333333333333,5.618461321154487,3.3704275677344087,0.3749548592040751
global,evaluator=pedantic_noether,ALL,harmless,167,6,6,5,1,0,0.0,0.0,6.124999999999997,0.375,0.057692307692307696
global,evaluator=kind_ardinghelli,ALL,overall,167,6,15,14,16,4,0.25,0.010701376510200039,4.732848720825465,11.549477561049885,0.709326011597383
global,evaluator=kind_ardinghelli,ALL,helpful,167,6,15,14,16,4,0.25,0.006426282051282051,3.650523327482379,10.908512081553036,0.749260632664109
global,evaluator=kind_ardinghelli,ALL,truthful,167,6,13,9,4,2,0.5,0.16666666666666666,5.756018938249217,4.24398106175078,0.424398106175078
global,evaluator=kind_ardinghelli,ALL,harmless,167,6,3,2,0,0,,,2.5,0.0,0.0
global,evaluator=amazing_liskov,ALL,overall,167,6,15,15,20,1,0.05,0.003968253968253968,39.52018079224802,7.159833637766417,0.15338113591419053
global,evaluator=amazing_liskov,ALL,helpful,167,6,15,14,16,1,0.0625,0.010629251700680272,32.79279927859386,9.628304617510047,0.2269696856802999
global,evaluator=amazing_liskov,ALL,truthful,167,6,15,14,16,1,0.0625,0.020833333333333332,20.386111624841625,6.537893128574903,0.24282766209752946
global,evaluator=amazing_liskov,ALL,harmless,167,6,10,7,1,0,0.0,0.0,4.431235431235425,2.4020979020979025,0.3515265222582296
global,evaluator=mystifying_mestorf,ALL,overall,165,6,15,15,20,1,0.05,0.010227272727272727,46.665908981546124,8.030153956278834,0.14681411284404527
global,evaluator=mystifying_mestorf,ALL,helpful,165,6,15,15,20,1,0.05,0.010714285714285714,47.258366162846364,7.771537584936776,0.14122389929220747
global,evaluator=mystifying_mestorf,ALL,truthful,165,6,12,10,5,0,0.0,0.0,6.7929651342178365,4.373701532448832,0.39167476409989543
global,evaluator=mystifying_mestorf,ALL,harmless,165,6,2,0,0,0,,,,,
global,evaluator=determined_elion,ALL,overall,165,6,15,14,16,4,0.25,0.007415720244667613,21.460138404678425,10.637160400569552,0.3314036008173482
global,evaluator=determined_elion,ALL,helpful,165,6,15,13,13,3,0.23076923076923078,0.003651215399467148,20.226349321802292,10.749173517931064,0.3470215361189232
global,evaluator=determined_elion,ALL,truthful,165,6,13,8,3,2,0.6666666666666666,0.06857142857142856,0.6422066615142517,3.600650481342891,0.8486381605858665
global,evaluator=determined_elion,ALL,harmless,165,6,3,3,0,0,,,3.000000000000002,5.423418723394456e-31,1.8078062411314853e-31
global,evaluator=silly_knuth,ALL,overall,163,6,15,12,8,1,0.125,0.000774793388429752,1.6024571621633168,4.378278768572614,0.7320635485796924
global,evaluator=silly_knuth,ALL,helpful,163,6,15,12,9,3,0.3333333333333333,0.002965160540918117,1.0160813084738554,5.3837077913152465,0.841232063646076
global,evaluator=silly_knuth,ALL,truthful,163,6,15,12,9,3,0.3333333333333333,0.03017832647462277,1.0584487696533988,6.763773452568824,0.8646869470613553
global,evaluator=silly_knuth,ALL,harmless,163,6,9,6,1,0,0.0,0.0,5.125,0.04166666666666669,0.008064516129032263
global,evaluator=pedantic_kowalevski,ALL,overall,162,6,15,15,20,0,0.0,0.0,36.732649403048114,8.18298206693116,0.18218561777096468
global,evaluator=pedantic_kowalevski,ALL,helpful,162,6,15,15,20,0,0.0,0.0,29.76373368071616,10.394173160950297,0.25883254328798005
global,evaluator=pedantic_kowalevski,ALL,truthful,162,6,6,5,0,0,,,4.166666666666663,6.656013887802287e-31,1.5974433330725492e-31
global,evaluator=pedantic_kowalevski,ALL,harmless,162,6,6,3,0,0,,,4.0,1.232595164407831e-32,3.0814879110195774e-33
global,evaluator=hungry_benz,ALL,overall,158,6,15,13,12,0,0.0,0.0,27.83087304975745,5.472145892085039,0.16431380895651307
global,evaluator=hungry_benz,ALL,helpful,158,6,15,15,20,0,0.0,0.0,40.682745587195626,4.068396734534901,0.09091157283284237
global,evaluator=hungry_benz,ALL,truthful,158,6,11,10,5,1,0.2,0.02142857142857143,1.6236836403033585,4.952506835887118,0.7530966224013721
global,evaluator=hungry_benz,ALL,harmless,158,6,7,6,1,0,0.0,0.0,6.6249999999999964,0.3749999999999999,0.053571428571428555
global,evaluator=hungry_minsky,ALL,overall,157,6,15,14,16,1,0.0625,0.003652597402597402,19.03059510289238,9.53572746343016,0.33381011648562803
global,evaluator=hungry_minsky,ALL,helpful,157,6,15,14,16,4,0.25,0.014764957264957267,14.353120354509885,13.017742116352577,0.47560584289992897
global,evaluator=hungry_minsky,ALL,truthful,157,6,14,12,9,3,0.3333333333333333,0.2698412698412699,6.357365567903996,13.42834871781028,0.6786891048712778
global,evaluator=hungry_minsky,ALL,harmless,157,6,6,6,1,0,0.0,0.0,6.6315789473684275,0.368421052631579,0.052631578947368425
global,evaluator=friendly_williams,ALL,overall,157,6,15,15,20,1,0.05,0.0014285714285714284,40.67239130630377,4.090257156344725,0.09137656722340234
global,evaluator=friendly_williams,ALL,helpful,157,6,15,13,12,0,0.0,0.0,45.58779865302658,4.094395963950658,0.0824117371528418
global,evaluator=friendly_williams,ALL,truthful,157,6,14,10,6,0,0.0,0.0,7.447628415616723,4.529644311655999,0.37818662184604174
global,evaluator=friendly_williams,ALL,harmless,157,6,11,4,0,0,,,4.500000000000005,3.944304526105059e-30,8.765121169122354e-31
global,evaluator=loving_mestorf,ALL,overall,156,6,15,14,16,0,0.0,0.0,33.917347222450545,6.924921619818366,0.16955281418282925
global,evaluator=loving_mestorf,ALL,helpful,156,6,15,15,20,0,0.0,0.0,32.401831897283564,5.538283542831833,0.1459743461132437
global,evaluator=loving_mestorf,ALL,truthful,156,6,10,6,1,0,0.0,0.0,10.619047619047613,0.0476190476190476,0.004464285714285713
global,evaluator=loving_mestorf,ALL,harmless,156,6,5,2,0,0,,,2.0,0.0,0.0
global,evaluator=reverent_shirley,ALL,overall,154,6,15,15,20,0,0.0,0.0,31.83655252876457,1.9990113225887352,0.05908018354210995
global,evaluator=reverent_shirley,ALL,helpful,154,6,15,15,20,0,0.0,0.0,34.4352461527067,3.020548053087484,0.0806430117725343
global,evaluator=reverent_shirley,ALL,truthful,154,6,11,8,2,0,0.0,0.0,3.1943182964981327,2.405681703501867,0.42958601848247624
global,evaluator=reverent_shirley,ALL,harmless,154,6,3,2,0,0,,,1.9999999999999993,1.1093356479670479e-31,5.546678239835239e-32
global,evaluator=mystifying_nobel,ALL,overall,153,6,15,11,8,0,0.0,0.0,16.70660641675425,2.3910431558953094,0.12520091264631894
global,evaluator=mystifying_nobel,ALL,helpful,153,6,15,12,10,0,0.0,0.0,12.274068945243329,3.36834256481525,0.21533396961518997
global,evaluator=mystifying_nobel,ALL,truthful,153,6,15,14,16,0,0.0,0.0,9.193156109650635,2.964780398285871,0.2438555585769435
global,evaluator=mystifying_nobel,ALL,harmless,153,6,7,5,1,1,1.0,1.0,1.0882352941176467,4.411764705882353,0.8021390374331552
global,evaluator=loving_mccarthy,ALL,overall,152,6,15,15,20,1,0.05,0.0017857142857142857,39.028639327484115,4.864976164351219,0.11083562176043936
global,evaluator=loving_mccarthy,ALL,helpful,152,6,15,14,16,0,0.0,0.0,31.828587014030553,3.899825259969958,0.10915193292280308
global,evaluator=loving_mccarthy,ALL,truthful,152,6,13,10,6,2,0.3333333333333333,0.3333333333333333,8.361602497398534,6.138397502601457,0.4233377588001005
global,evaluator=loving_mccarthy,ALL,harmless,152,6,6,4,0,0,,,2.9999999999999973,1.0,0.25
global,evaluator=admiring_montalcini,ALL,overall,151,6,15,14,16,0,0.0,0.0,23.52834874281056,2.449340234878421,0.0942863022566035
global,evaluator=admiring_montalcini,ALL,helpful,151,6,15,12,10,0,0.0,0.0,38.88329079215005,3.084047425188131,0.07348684849195415
global,evaluator=admiring_montalcini,ALL,truthful,151,6,12,10,7,0,0.0,0.0,11.949861098664742,1.8834722346685786,0.1361546193736322
global,evaluator=admiring_montalcini,ALL,harmless,151,6,4,3,0,0,,,2.999999999999999,1.355854680848614e-31,4.5195156028287133e-32
global,evaluator=dreamy_bhabha,ALL,overall,151,6,15,14,16,3,0.1875,0.004999999999999999,14.930034880988567,5.331755959749645,0.2631433717610812
global,evaluator=dreamy_bhabha,ALL,helpful,151,6,15,15,20,4,0.2,0.0033639283996426857,11.55631449567723,4.581269995854628,0.28388821129076863
global,evaluator=dreamy_bhabha,ALL,truthful,151,6,8,4,0,0,,,2.1904761904761925,1.1428571428571428,0.34285714285714286
global,evaluator=dreamy_bhabha,ALL,harmless,151,6,1,1,0,0,,,1.0,0.0,0.0
global,evaluator=elastic_swanson,ALL,overall,149,6,15,12,10,0,0.0,0.0,23.459779008301318,5.964633180816748,0.20271035976795576
global,evaluator=elastic_swanson,ALL,helpful,149,6,15,13,13,0,0.0,0.0,25.194097144433915,6.048324812693929,0.19359333988234628
global,evaluator=elastic_swanson,ALL,truthful,149,6,11,10,5,0,0.0,0.0,8.374254496874855,1.5019359793156255,0.1520764492074645
global,evaluator=elastic_swanson,ALL,harmless,149,6,0,0,0,0,,,,,
global,evaluator=quizzical_galileo,ALL,overall,146,6,15,14,16,0,0.0,0.0,21.737361732071303,3.9401274454178834,0.15344675712577446
