group,aspect,triplet,train_rho_cyc,test_log_loss,test_brier,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error,n
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.02778676739305989,0.4661936657171041,0.1539518792685343,0.23215099056846727,0.06287741023617739,0.09610408371356972,0.0,10
expert,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.01108864014430288,0.5991996477041417,0.19672506495005715,0.2889496115314206,0.019769214122558658,0.06632047351976428,0.08797336948839005,10
expert,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0010369467967887513,0.5564908552280815,0.17884379507293224,0.2517229698740897,0.016931407128335418,0.04052590820988507,0.16093118297342945,10
expert,helpful,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.01161327462069354,0.5806419093471988,0.1897918077821673,0.26224947858000747,0.025384285320851303,0.04227458279273013,0.0,10
expert,helpful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0013199096329172759,0.6450497197275455,0.21766245933613582,0.32716826649695097,0.0738402912198158,0.076431482917094,0.09349107751149419,10
expert,helpful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.00339920813278253,0.5906437114151429,0.19485305089851584,0.27932265001973905,0.025802102921746218,0.03697253916082295,0.17987320492833594,10
expert,helpful,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.005382879154198912,0.636660555380458,0.21453648529901276,0.31535960708742417,0.03320872114331086,0.04413414570908098,0.0,10
expert,helpful,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.00843308076402125,0.71427760335415,0.2508890413766793,0.41275413781878134,0.07828614905519024,0.07914594544626927,0.3107572868271278,10
expert,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.011961515486053455,0.7184154335894839,0.2562655944642695,0.4190704990255707,0.02750099358844573,0.047846934073279467,0.09066006022530493,10
expert,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.01162566881215083,0.5673127203706294,0.1832690918403857,0.254266316982308,0.01257041625358582,0.031512661085916674,0.0,10
expert,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.00246682942001728,0.658011771385295,0.2248745057910469,0.34028840596230864,0.02353130966278903,0.04167039487400063,0.0,10
expert,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.017336817601848152,0.6104856931220166,0.20492747144619855,0.29728540883099963,0.028214552549737044,0.03446251617222381,0.0,10
expert,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0015397845116050775,0.6004954344337833,0.19850413135076722,0.28714519859761556,0.03937381876757077,0.04253711875181682,0.07457735861500886,10
expert,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0010823514750588359,0.715677170726549,0.24954309151525184,0.392485507543738,0.06396365902111653,0.067026959086325,0.08294857532431925,10
expert,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0011392611612663151,0.6535587614398988,0.2233871358259421,0.34195955011432055,0.02231024231360678,0.044334776111868326,0.07880951781187309,10
expert,overall,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0003103426872594021,0.6635869344746816,0.22384533751225413,0.3407782217785933,0.05710701714340087,0.06126189302046953,0.08513200981074753,10
expert,overall,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.00348937083385868,0.6276230856305612,0.2093517076424675,0.3105408976083756,0.01764243362634659,0.030987791387770098,0.17196532607392223,10
expert,overall,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0028230008452337554,0.6657971533294573,0.2262411753702281,0.3411481875599901,0.020108092662839562,0.034126033734569225,0.0,10
expert,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.00315039087752911,0.560930917333933,0.1826634848145459,0.2559472838825528,0.019894190560563352,0.0342777282883681,0.0,10
expert,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0006082553373459624,0.6772762111193036,0.23302008337580235,0.3549669471485372,0.02015078798856821,0.06821920403138712,0.0,10
expert,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.00700929588313738,0.6261173522578063,0.21246240680159043,0.31729414209643986,0.024368133945812363,0.03636728428306099,0.0,10
expert,overall,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.00718054340935421,0.6031566077949908,0.19977841151375028,0.2940180368787977,0.01439194887742945,0.08417132842468089,0.08603287133946344,10
expert,overall,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0024007832374591444,0.579674898438455,0.1913850664801772,0.27720202653543513,0.02426332511692352,0.04450020118332447,0.16265287209760432,10
expert,overall,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.013573070795289192,0.6177628084932641,0.20722193432306116,0.30152729277238965,0.03184574011481323,0.05845058902116436,0.0,10
expert,overall,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.00244409520890051,0.6720744614791136,0.2288734599460319,0.34568342698452836,0.08173507937228226,0.08387328910196981,0.09603573453102517,10
expert,overall,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.00225648817393904,0.6354662762190818,0.2150468306351519,0.3241108177887614,0.02508100786109327,0.027988578511369065,0.18187404404655202,10
expert,overall,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0042337732223859,0.6962686158259205,0.23933572382447976,0.36478268260522656,0.04646120443627405,0.05420654302999968,0.0,10
expert,overall,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.012589982762555282,0.7570095992042785,0.26867900564987784,0.4448951586044571,0.08045135166356511,0.08093443102307112,0.3122032557585127,10
expert,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.05595564122690309,0.7202935208333068,0.25063851706125495,0.39243863370453635,0.04741061398286153,0.08268648656412889,0.13604209071886134,10
expert,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.02350112980481829,0.6518375083510717,0.20701813305413927,0.2815619020183044,0.04191772697411461,0.05961499752692291,0.0,10
expert,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.00860509371535779,0.7776658200283467,0.27207430114495024,0.428802383573328,0.03047552441629601,0.09764115843384281,0.09423290930111336,10
expert,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.017956713469300677,0.6972109144627394,0.23813591020480623,0.3517099500689095,0.03797649227095648,0.08499342239442272,0.01285714285714285,10
expert,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.00483022384402458,0.6494595347588821,0.21172618034109733,0.3038937507302795,0.04528874523443266,0.0667347769791348,0.1146903108762817,10
expert,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.21102460868801262,0.8493491638466809,0.2989745345175657,0.47789209217148826,0.11756187080530653,0.14477711126951426,0.4761907316667262,10
expert,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.039142084435973876,0.7559160875321882,0.25592368772873797,0.39621015913278246,0.05849193867376008,0.09030060275564386,0.14786226244861778,10
expert,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.021329823854375353,0.7677645933216435,0.2598787408637081,0.4000318330387242,0.14741980539369176,0.15174957719566168,0.1356709940413449,10
expert,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.004052124929872496,0.742273067532929,0.2491231370803258,0.37119228404309323,0.08786751342812309,0.09231198250178199,0.11572552435741727,10
expert,truthful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.022584600357405067,0.8323698859560553,0.28811229864308646,0.43810302452802585,0.08930519590229169,0.09795746037649146,0.12942853280222338,10
expert,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0063003211119846,0.6090979441592397,0.19703035839819977,0.27859437455854086,0.02299296983507941,0.04217949359569507,0.03433962264150943,10
expert,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.031679555094402775,0.7969327741010238,0.2810112504494727,0.46029134224587454,0.04154669254753205,0.10929802901216298,0.25080539753664993,10
expert,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.007665139008967922,0.6532377302243457,0.2178847599185345,0.32413084976145035,0.03780035369044205,0.061896509249250456,0.034999999999999996,10
expert,truthful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.05031550051849844,0.7037272685003076,0.23822245653736984,0.3801463122128066,0.0516202580045219,0.12393281317063776,0.02653061224489796,10
expert,truthful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.002963687854849746,0.627397045753488,0.20659047101499248,0.2978547563084114,0.03258247826468455,0.07437934382872545,0.08456523164240645,10
expert,truthful,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.01243723577700111,0.7146134953873711,0.24596599675964131,0.37999504768309883,0.043415913848269615,0.07797370065101977,0.0,10
expert,truthful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.01486666281724767,0.7571699867433741,0.26540852227635814,0.42795220341609425,0.17315245850097058,0.1789114324542121,0.2946768404099244,10
expert,truthful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0039711394584775,0.6562260494302542,0.2198979555731564,0.3325718171615785,0.06265968926497177,0.0754219525990702,0.11587314639575945,10
expert,truthful,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.023025285560480495,0.8165882729662556,0.278283229563672,0.4307193468405939,0.09157620734833616,0.1117961257999756,0.25627845305689806,10
expert,truthful,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.03395309665347881,0.7770935868402937,0.27552567316819176,0.45181331629382615,0.1535497804692068,0.1623701747379542,0.12964852588761036,10
normal,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.03118775600806223,0.4083702604805651,0.13674210779739612,0.21844879621350724,0.07148060976563411,0.11595946391789155,0.045609579100145126,10
normal,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.0396040068157415,0.45829301465458927,0.15331074997770422,0.2317844156568763,0.04403864048482988,0.09722236221656036,0.06093139553055162,10
normal,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.054724081968908746,0.4062823533557469,0.13427515347052582,0.22720552341958467,0.03788911031593894,0.07538004502424325,0.0,10
normal,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.07395245239783942,0.41373231864475485,0.13919475092187739,0.2143747458417801,0.04804116735884098,0.08059114955905776,0.052799300511164916,10
normal,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.00766984784338912,0.48258581072367035,0.15556420580407856,0.2366820600782865,0.06041027719513934,0.1186946773298947,0.16538728632478633,10
normal,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.1277008021387513,0.3770419917822791,0.12968368492962792,0.23436143924085112,0.07692374349234134,0.10267578875571186,0.06587123459656545,10
normal,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.04461010056876815,0.3949958326241207,0.13502969530844736,0.2368969552986714,0.05299024728123229,0.10301154978464222,0.11945090067801596,10
normal,harmless,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.1818526616369604,0.47341571031176716,0.16149852143983465,0.2803564327079464,0.0714776374678969,0.09517702969187157,0.12403200135389211,10
normal,harmless,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.281797811568454,0.5527431008513488,0.19164248955499213,0.3154115385325621,0.09474329066730328,0.11685386702170106,0.3099165719296947,10
normal,harmless,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.032142457897862284,0.41932130630154835,0.14257156673520072,0.24123424132221785,0.07470452031040711,0.08886334406434661,0.059470575103463666,10
normal,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.04649951557111827,0.4498330212515002,0.14679956391304336,0.21342822524520985,0.06960056878437884,0.11576022377973791,0.058757966832609296,10
normal,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.045774508682625815,0.44557115875361236,0.1532695632274717,0.25117469096834116,0.07245954968980947,0.08954928458268756,0.06608559356685292,10
normal,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0562428537406444,0.3838253871054061,0.13015918803212018,0.22114715927009976,0.03026555191788175,0.07081383871370267,0.03019397993311036,10
normal,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.02489365231731264,0.419949364862101,0.13991788830996285,0.2066181598337809,0.056722865927690144,0.09272255387568121,0.03435013262599469,10
normal,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.013117862667874352,0.3857264916242299,0.1293491201536047,0.19501846288287725,0.04203329002779214,0.09503905891761574,0.09054810717724245,10
normal,harmless,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.007856704773675092,0.3910787606214722,0.12773492368218825,0.19433209403147106,0.04458525255590738,0.06320451046488695,0.0,10
normal,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.02021215820550066,0.5045062897019672,0.17204119712596044,0.2878719779066067,0.08439730637976264,0.13728025034800834,0.1434090909090909,10
normal,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.06906708374306568,0.5326276541799817,0.1727333547088505,0.30554389521233694,0.04805250933006543,0.14227205139995194,0.2299551073560016,10
normal,harmless,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.04558478118543918,0.44191587182520997,0.1532022257835268,0.27168310925599515,0.05277740423861299,0.10197476817044915,0.057383519258519235,10
normal,harmless,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.052387740488778214,0.47513281451067774,0.1623543876674152,0.267738511696408,0.10828555627642297,0.13059418238491016,0.1592432858017671,10
normal,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.022299693410051565,0.6627748825820781,0.23295464808655506,0.3749211081605116,0.03388101075476046,0.04225473682340928,0.02892347600518807,10
normal,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.006371945705866811,0.5366686367149841,0.17292007407912632,0.23943473316262764,0.0196667003027862,0.02740067502458137,0.0,10
normal,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.0011406377793274282,0.5919306421320025,0.19903751445912016,0.28811290707647164,0.01901090942845775,0.05173753771258886,0.0,10
normal,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.00317151429566309,0.514473281145479,0.16483530122142218,0.22278077481624609,0.02047693575626656,0.04540411066542175,0.0,10
normal,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.00544699591492887,0.5507915375943699,0.17897445901877443,0.2531527270557571,0.03146702483494359,0.03226875969365884,0.02439824945295405,10
normal,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.00269539898873897,0.6402428812162473,0.2179334578562797,0.3268227750981747,0.04445647855313756,0.04824695477909869,0.02866323907455013,10
normal,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0003963614961752453,0.5516964232056547,0.1827034308670687,0.2637034440137978,0.01358302058477392,0.03594612988348568,0.027875,10
normal,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0008046029033888132,0.6111119634784349,0.20417812509933428,0.3022863277545841,0.04471026992397467,0.04901861665572456,0.05706030164941585,10
normal,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0009722925094368031,0.5448180870939819,0.17702329892595747,0.25274568682265,0.02077729036039989,0.0374812869664169,0.22063261477328006,10
normal,helpful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.00667026932503649,0.5742219449943301,0.1888805603850064,0.26990288572723303,0.012068904935309151,0.02869813775424589,0.0,10
normal,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.012135212303968908,0.5214326731191025,0.16601533186124978,0.22741373315104804,0.01280646596463655,0.01883643312818886,0.0,10
normal,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0020642817001521696,0.5831577145985893,0.19476338211080163,0.2836598669922121,0.01426878622218131,0.05666022094276246,0.0,10
normal,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0010097540350129557,0.5179255965210101,0.16684942642938566,0.23065970517570084,0.017831607805256562,0.03644693043294364,0.0,10
normal,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0098540286785704,0.5611258041921021,0.1844728792705817,0.26949834701942155,0.01177444718350069,0.061562008398354365,0.05655704065221008,10
normal,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0019768285824563,0.5146457753982381,0.16333700451688923,0.22744735591314433,0.01558577321528704,0.0430053844179066,0.20570369827668725,10
normal,helpful,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.015791129516249967,0.5205881782217122,0.16667834387886155,0.23081575898794657,0.04646829346785941,0.05683294265655005,0.0,10
normal,helpful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0023848051360443,0.6147482772043488,0.20374739199972627,0.2977274125643682,0.0594647481568321,0.059466979399746434,0.06298589611283109,10
normal,helpful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0023803451340623314,0.5592837306943225,0.1825553709279324,0.26002606231160696,0.02906253277686906,0.033489281603945306,0.22302556314903393,10
normal,helpful,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.012252141351076402,0.5920491518864767,0.1957939630059004,0.2824954273796256,0.02830108269782173,0.03671939422151631,0.0,10
normal,helpful,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.03756928798706728,0.6992365715055598,0.24337865099719408,0.40179042481862337,0.062053203493067165,0.0660612948584777,0.34117745868993776,10
normal,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.028516305288143067,0.6908340317642294,0.24472618213998665,0.3930278044430057,0.03779179621929561,0.05164897803484848,0.06516860201555252,10
normal,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.00938366480282131,0.5734386445472374,0.18645466349914672,0.25483061477673286,0.02005450669619607,0.03243290225928453,0.0,10
normal,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.0035815964880723987,0.6195770765668681,0.21074642621505166,0.310885653361545,0.02349864012299843,0.05202607378451377,0.0,10
normal,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.008383634761540821,0.5635425708662448,0.1855895674141001,0.258083294599101,0.02694999385633312,0.043188017299643035,0.0,10
normal,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0057419131182712,0.592412292617196,0.19488612792383195,0.27440886332526143,0.04138796142257186,0.04510389927471049,0.052649585192590796,10
normal,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0021374518922973977,0.6728718313281082,0.23147790636781967,0.3504263780490132,0.06659422766103502,0.07033554416400259,0.06066125498584614,10
normal,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0006274107475314404,0.5988590567468721,0.20066739959154845,0.2891298463565684,0.0200633324243579,0.04350980940802249,0.05765402654343258,10
normal,overall,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.00412224301768579,0.6622205957400047,0.22322039936148527,0.3283346439595219,0.061087852933082776,0.06464153371566485,0.17133262418754736,10
normal,overall,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.002015878403559991,0.6200367076685676,0.2054666310705942,0.2943106151740773,0.03105988108845257,0.04249558792891524,0.20532678600796145,10
normal,overall,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.00605987272202438,0.6283050599933844,0.2127102096951024,0.3136299643343291,0.02632850832121441,0.040423492270903874,0.02893013100436681,10
normal,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.01129500206599802,0.5421481288332378,0.17553503787321897,0.24012596655584478,0.011995067633768581,0.019852042749828998,0.0,10
normal,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0018450440115932213,0.6203869124963077,0.21035288652838138,0.31065063180648933,0.015470932276468442,0.061468716456251515,0.0,10
normal,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.00282087471924896,0.5614074318486543,0.18533108752628608,0.2605920914467427,0.02492008082229129,0.04029507997361964,0.0,10
normal,overall,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.00939377838807438,0.5911846703995651,0.19597277871065918,0.28134289190635775,0.01530052986209852,0.06728721502927973,0.1613446736328139,10
normal,overall,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.00175069122456749,0.5613366668353909,0.18297190192024299,0.2564592125453321,0.01889320350611965,0.04987701213278203,0.18866431674594555,10
normal,overall,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.00947026776849654,0.5698089229883323,0.18939177022612724,0.27192201224658086,0.03672927143294871,0.06610720987988604,0.02769070010449321,10
normal,overall,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.00259099588359908,0.6355437958152935,0.2126921327773455,0.3110422012304329,0.06332905246729584,0.067222480452023,0.1843520708008568,10
normal,overall,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0008498493360046653,0.5910140399673465,0.19554609751019517,0.2811269096577917,0.02102160261372934,0.032092278088847445,0.2133670541823637,10
normal,overall,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0020009521779640145,0.6277847564131249,0.21155775641204383,0.310614179513441,0.04001442460716738,0.05060247584086565,0.02861771058315335,10
normal,overall,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.01607301636871279,0.7514644498897787,0.2658502902352339,0.4371226104196496,0.08371180400636674,0.08371180400636674,0.49467146434393133,10
normal,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.00995251978925889,0.6808233982257961,0.2366850803016734,0.3782111184302971,0.04029184195933898,0.06214217053207547,0.028125,10
normal,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.01442597061602342,0.6284982210588275,0.2067891770407618,0.30642133471065647,0.035644290919745455,0.05609337711142078,0.0,10
normal,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.034565358813941835,0.7137031193568361,0.24723839638708264,0.38483614824624246,0.0301602854071904,0.10686065997770795,0.22874051664150752,10
normal,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.0073701817390103746,0.7098692236134123,0.2375110245683711,0.34638159135262675,0.06754538540538504,0.10726642586832832,0.02732558139534883,10
normal,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.019927028815563318,0.6533298218104926,0.21545776937818029,0.31647551683960684,0.01934176245541294,0.03655565891303345,0.03405405405405405,10
